"id","car_model_id","name","year_begin","year_end","created_at","updated_at"
"1967","1791","Toyota 4runner II","1987","1995",NULL,NULL
"1968","1793","Toyota Allion II","2007",NULL,NULL,NULL
"1969","1793","Toyota Allion I","2001","2007",NULL,NULL
"1970","1794","Toyota Alphard II","2008",NULL,NULL,NULL
"1971","1794","Toyota Alphard I Рестайлинг","2005","2008",NULL,NULL
"1972","1794","Toyota Alphard I","2002","2005",NULL,NULL
"1974","1796","Toyota Aristo II","1997","2004",NULL,NULL
"1975","1796","Toyota Aristo I","1991","1996",NULL,NULL
"1976","1798","Toyota Auris II","2012",NULL,NULL,NULL
"1977","1798","Toyota Auris I","2006","2012",NULL,NULL
"1978","1799","Toyota Avalon IV","2012",NULL,NULL,NULL
"1979","1799","Toyota Avalon III","2005","2011",NULL,NULL
"1980","1799","Toyota Avalon II","2000","2005",NULL,NULL
"1981","1799","Toyota Avalon I","1995","2000",NULL,NULL
"1982","1800","Toyota Avensis III","2009",NULL,NULL,NULL
"1983","1800","Toyota Avensis II","2001","2008",NULL,NULL
"1984","1800","Toyota Avensis I","1997","2003",NULL,NULL
"1985","1802","Toyota Aygo II","2014",NULL,NULL,NULL
"1986","1802","Toyota Aygo I","2005","2014",NULL,NULL
"1987","1803","Toyota bB II","2005",NULL,NULL,NULL
"1988","1803","Toyota bB I","2000","2005",NULL,NULL
"1990","1808","Toyota Caldina III","2002","2007",NULL,NULL
"1991","1808","Toyota Caldina II","1997","2002",NULL,NULL
"1992","1808","Toyota Caldina I","1992","1997",NULL,NULL
"1993","1810","Toyota Camry VII","2011","2014",NULL,NULL
"1994","1810","Toyota Camry VI","2006","2011",NULL,NULL
"1995","1810","Toyota Camry V","2002","2008",NULL,NULL
"1996","1810","Toyota Camry IV","1996","2004",NULL,NULL
"1997","1810","Toyota Camry III","1990","1998",NULL,NULL
"1998","1810","Toyota Camry II","1986","1991",NULL,NULL
"1999","1810","Toyota Camry I","1983","1988",NULL,NULL
"2000","1811","Toyota Carina ED III (T200)","1993","1998",NULL,NULL
"2001","1811","Toyota Carina ED II (T180)","1989","1993",NULL,NULL
"2002","1811","Toyota Carina ED I (T160)","1985","1989",NULL,NULL
"2003","1812","Toyota Carina VII (T210)","1996","2001",NULL,NULL
"2004","1812","Toyota Carina VI (T190)","1992","1998",NULL,NULL
"2005","1812","Toyota Carina V (T170)","1987","1993",NULL,NULL
"2006","1812","Toyota Carina IV (T150)","1983","1988",NULL,NULL
"2007","1812","Toyota Carina III (A60)","1982","1987",NULL,NULL
"2008","1812","Toyota Carina II (A40, A50)","1978","1983",NULL,NULL
"2009","1812","Toyota Carina I (A10)","1973","1978",NULL,NULL
"2011","1814","Toyota Celica VII (T230)","1999","2006",NULL,NULL
"2012","1814","Toyota Celica VI (T200)","1993","1999",NULL,NULL
"2013","1814","Toyota Celica V (T180)","1989","1994",NULL,NULL
"2014","1814","Toyota Celica IV (T160)","1985","1990",NULL,NULL
"2015","1814","Toyota Celica III (A60)","1982","1986",NULL,NULL
"2016","1814","Toyota Celica II (A40, A50)","1977","1985",NULL,NULL
"2017","1814","Toyota Celica I (A20/35)","1973","1978",NULL,NULL
"2018","1815","Toyota Celsior III (F30)","2000","2006",NULL,NULL
"2019","1815","Toyota Celsior II (F20)","1994","2000",NULL,NULL
"2020","1815","Toyota Celsior I (F10)","1989","1994",NULL,NULL
"2021","1816","Toyota Century II (G50)","1997",NULL,NULL,NULL
"2022","1816","Toyota Century I (G40)","1982","1997",NULL,NULL
"2023","1817","Toyota Chaser VI (X100)","1996","2001",NULL,NULL
"2024","1817","Toyota Chaser V (X90)","1992","1996",NULL,NULL
"2025","1817","Toyota Chaser IV (X80)","1988","1992",NULL,NULL
"2026","1817","Toyota Chaser III (X70)","1984","1988",NULL,NULL
"2027","1817","Toyota Chaser I","1977","1980",NULL,NULL
"2028","1818","Toyota Corolla XI (E160, E170)","2013",NULL,NULL,NULL
"2029","1818","Toyota Corolla X (E140, E150)","2006","2013",NULL,NULL
"2030","1818","Toyota Corolla IX (E120, E130)","2000","2008",NULL,NULL
"2031","1818","Toyota Corolla VIII (E110)","1995","2002",NULL,NULL
"2032","1818","Toyota Corolla VII (E100)","1991","1999",NULL,NULL
"2033","1818","Toyota Corolla VI (E90)","1987","1993",NULL,NULL
"2034","1818","Toyota Corolla V (E80)","1983","1988",NULL,NULL
"2035","1818","Toyota Corolla IV (E70)","1979","1987",NULL,NULL
"2036","1818","Toyota Corolla III (E30, E40, E50, E60)","1972","1980",NULL,NULL
"2037","1820","Toyota Corolla Verso (Spacio) III","2001","2008",NULL,NULL
"2038","1820","Toyota Corolla Verso (Spacio) II","2001","2007",NULL,NULL
"2039","1820","Toyota Corolla Verso (Spacio) I","1997","2001",NULL,NULL
"2040","1821","Toyota Corona XI (T210)","1996","2001",NULL,NULL
"2041","1821","Toyota Corona X (T190)","1992","1998",NULL,NULL
"2042","1821","Toyota Corona IX (T170)","1987","1993",NULL,NULL
"2043","1821","Toyota Corona VII (T140)","1982","1988",NULL,NULL
"2044","1821","Toyota Corona VI (T130)","1979","1981",NULL,NULL
"2045","1821","Toyota Corona V (T100, T110, T120)","1973","1979",NULL,NULL
"2046","1822","Toyota Corsa V (L50)","1994","1999",NULL,NULL
"2047","1822","Toyota Corsa IV (L40)","1990","1994",NULL,NULL
"2048","1823","Toyota Cressida IV (X80)","1988","1996",NULL,NULL
"2049","1823","Toyota Cressida II (X50, X60)","1980","1985",NULL,NULL
"2050","1823","Toyota Cressida I (X30, X40)","1977","1981",NULL,NULL
"2051","1824","Toyota Cresta V (X100)","1996","2001",NULL,NULL
"2052","1824","Toyota Cresta IV (X90)","1992","1996",NULL,NULL
"2053","1824","Toyota Cresta III (X80)","1988","1992",NULL,NULL
"2054","1824","Toyota Cresta II (X70)","1984","1988",NULL,NULL
"2055","1824","Toyota Cresta I (X60)","1980","1984",NULL,NULL
"2056","1825","Toyota Crown Majesta VI (S210)","2013",NULL,NULL,NULL
"2057","1825","Toyota Crown Majesta V (S200)","2009","2013",NULL,NULL
"2058","1825","Toyota Crown Majesta IV (S180)","2004","2009",NULL,NULL
"2059","1825","Toyota Crown Majesta III (S170)","1999","2004",NULL,NULL
"2060","1825","Toyota Crown Majesta II (S150)","1995","1999",NULL,NULL
"2061","1825","Toyota Crown Majesta I (S140)","1991","1995",NULL,NULL
"2062","1826","Toyota Crown XIV (S210)","2012",NULL,NULL,NULL
"2063","1826","Toyota Crown XIII (S200)","2008","2012",NULL,NULL
"2064","1826","Toyota Crown XII (S180)","1999","2008",NULL,NULL
"2065","1826","Toyota Crown XI (S170)","1999","2007",NULL,NULL
"2066","1826","Toyota Crown X (S150)","1995",NULL,NULL,NULL
"2067","1826","Toyota Crown IX (S140)","1991","1995",NULL,NULL
"2068","1826","Toyota Crown VIII (S130)","1987","1999",NULL,NULL
"2069","1826","Toyota Crown VII (S120)","1983","1987",NULL,NULL
"2070","1826","Toyota Crown VI (S110)","1980","1983",NULL,NULL
"2071","1828","Toyota Cynos II (L52, L54)","1995","1999",NULL,NULL
"2072","1828","Toyota Cynos I (L44)","1991","1995",NULL,NULL
"2074","1831","Toyota Estima III","2006",NULL,NULL,NULL
"2075","1831","Toyota Estima II","2000","2006",NULL,NULL
"2076","1831","Toyota Estima I","1990","2000",NULL,NULL
"2078","1838","Toyota Harrier II (XU30)","2003","2013",NULL,NULL
"2079","1838","Toyota Harrier I (XU10)","1997","2002",NULL,NULL
"2081","1840","Toyota Highlander II (U40)","2007","2013",NULL,NULL
"2082","1840","Toyota Highlander I (U20)","2001","2007",NULL,NULL
"2083","1841","Toyota Hilux Surf IV","2002","2009",NULL,NULL
"2084","1841","Toyota Hilux Surf III","1995","2002",NULL,NULL
"2085","1841","Toyota Hilux Surf II","1989","1995",NULL,NULL
"2086","1841","Toyota Hilux Surf I","1984","1989",NULL,NULL
"2087","1842","Toyota Hilux VII","2006",NULL,NULL,NULL
"2088","1842","Toyota Hilux VI","1997","2005",NULL,NULL
"2089","1842","Toyota Hilux V","1988","2004",NULL,NULL
"2090","1844","Toyota Ipsum II (M20)","2001","2009",NULL,NULL
"2091","1844","Toyota Ipsum I (M10)","1996","2001",NULL,NULL
"2092","1846","Toyota ISis I Рестайлинг","2009",NULL,NULL,NULL
"2093","1846","Toyota ISis I","2004","2009",NULL,NULL
"2094","1847","Toyota Ist II","2006",NULL,NULL,NULL
"2095","1847","Toyota Ist I","2001","2006",NULL,NULL
"2096","1848","Toyota Kluger II (XU40)","2007",NULL,NULL,NULL
"2097","1848","Toyota Kluger I (XU20)","2000","2007",NULL,NULL
"2098","1849","Toyota Land Cruiser 200 Series","2007",NULL,NULL,NULL
"2099","1849","Toyota Land Cruiser 70 Series Рестайлинг","2007",NULL,NULL,NULL
"2100","1849","Toyota Land Cruiser 100 Series","1998","2007",NULL,NULL
"2101","1849","Toyota Land Cruiser 80 Series","1989","2008",NULL,NULL
"2102","1849","Toyota Land Cruiser 70 Series","1984","2007",NULL,NULL
"2103","1849","Toyota Land Cruiser 60 Series","1980","1990",NULL,NULL
"2104","1849","Toyota Land Cruiser 40 Series","1960","1984",NULL,NULL
"2105","1850","Toyota Land Cruiser Prado 150 Series","2009",NULL,NULL,NULL
"2106","1850","Toyota Land Cruiser Prado 120 Series","2002","2009",NULL,NULL
"2107","1850","Toyota Land Cruiser Prado 90 Series","1996","2002",NULL,NULL
"2108","1850","Toyota Land Cruiser Prado 70 Series","1987","1996",NULL,NULL
"2117","1870","Vauxhall Agila B","2008",NULL,NULL,NULL
"2118","1870","Vauxhall Agila A","2000","2007",NULL,NULL
"2119","1871","Vauxhall Astra J","2009",NULL,NULL,NULL
"2120","1871","Vauxhall Astra H","2004","2010",NULL,NULL
"2121","1871","Vauxhall Astra G","1998","2005",NULL,NULL
"2122","1871","Vauxhall Astra F","1991","2002",NULL,NULL
"2123","1871","Vauxhall Astra E","1984","1993",NULL,NULL
"2124","1871","Vauxhall Astra D","1979","1984",NULL,NULL
"2126","1874","Vauxhall Cavalier Mark III","1988","1995",NULL,NULL
"2127","1874","Vauxhall Cavalier Mark II","1981","1988",NULL,NULL
"2128","1874","Vauxhall Cavalier Mark I","1975","1988",NULL,NULL
"2130","1876","Vauxhall Combo D","2012",NULL,NULL,NULL
"2131","1876","Vauxhall Combo C","2001","2011",NULL,NULL
"2132","1877","Vauxhall Corsa C","2000","2006",NULL,NULL
"2133","1877","Vauxhall Corsa B","1993","2000",NULL,NULL
"2134","1878","Vauxhall Frontera B","1998","2004",NULL,NULL
"2135","1878","Vauxhall Frontera A","1992","1998",NULL,NULL
"2139","1885","Vauxhall Tigra B","2004","2009",NULL,NULL
"2140","1885","Vauxhall Tigra A","1994","2001",NULL,NULL
"2141","1886","Vauxhall Vectra C","2002","2009",NULL,NULL
"2142","1886","Vauxhall Vectra B","1995","2003",NULL,NULL
"2143","1889","Vauxhall Victor FE","1972","1978",NULL,NULL
"2144","1889","Vauxhall Victor FD","1967","1972",NULL,NULL
"2145","1890","Vauxhall Viva HC","1970","1979",NULL,NULL
"2146","1890","Vauxhall Viva HB","1965","1971",NULL,NULL
"2147","1890","Vauxhall Viva HA","1963","1966",NULL,NULL
"2148","1892","Vauxhall Zafira A","1999","2005",NULL,NULL
"2150","1900","Volkswagen Beetle II (A5)","2011",NULL,NULL,NULL
"2151","1900","Volkswagen Beetle I (A4)","1998","2010",NULL,NULL
"2153","1902","Volkswagen Caddy III Рестайлинг","2010",NULL,NULL,NULL
"2154","1902","Volkswagen Caddy III","2004","2010",NULL,NULL
"2155","1904","Volkswagen Derby II","1981","1984",NULL,NULL
"2156","1904","Volkswagen Derby I","1977","1981",NULL,NULL
"2157","1905","Volkswagen Eos I Рестайлинг","2010",NULL,NULL,NULL
"2158","1905","Volkswagen Eos I","2006","2011",NULL,NULL
"2159","1908","Volkswagen Golf VII","2012",NULL,NULL,NULL
"2160","1908","Volkswagen Golf VI","2008","2013",NULL,NULL
"2161","1908","Volkswagen Golf V","2003","2009",NULL,NULL
"2162","1908","Volkswagen Golf IV","1997","2006",NULL,NULL
"2163","1908","Volkswagen Golf III","1991","2000",NULL,NULL
"2164","1908","Volkswagen Golf II","1983","1992",NULL,NULL
"2165","1908","Volkswagen Golf I","1974","1993",NULL,NULL
"2166","1909","Volkswagen Golf Plus II","2009","2014",NULL,NULL
"2167","1909","Volkswagen Golf Plus I","2005","2009",NULL,NULL
"2168","1912","Volkswagen Jetta VI","2010",NULL,NULL,NULL
"2169","1912","Volkswagen Jetta V","2005","2011",NULL,NULL
"2170","1912","Volkswagen Jetta IV","1998","2005",NULL,NULL
"2171","1912","Volkswagen Jetta III","1991","1998",NULL,NULL
"2172","1912","Volkswagen Jetta II","1984","1992",NULL,NULL
"2173","1912","Volkswagen Jetta I","1978","1984",NULL,NULL
"2175","1915","Volkswagen Multivan T5","2003",NULL,NULL,NULL
"2176","1915","Volkswagen Multivan T4","1992","2003",NULL,NULL
"2177","1917","Volkswagen Passat B7","2010",NULL,NULL,NULL
"2178","1917","Volkswagen Passat B6","2005","2010",NULL,NULL
"2179","1917","Volkswagen Passat B5","1996","2005",NULL,NULL
"2180","1917","Volkswagen Passat B3, B4","1988","1997",NULL,NULL
"2181","1917","Volkswagen Passat B2","1980","1988",NULL,NULL
"2182","1917","Volkswagen Passat B1","1973","1981",NULL,NULL
"2183","1918","Volkswagen Passat CC I Рестайлинг","2012",NULL,NULL,NULL
"2184","1918","Volkswagen Passat CC I","2008","2011",NULL,NULL
"2185","1919","Volkswagen Phaeton I Рестайлинг","2010",NULL,NULL,NULL
"2186","1919","Volkswagen Phaeton I","2002","2010",NULL,NULL
"2188","1921","Volkswagen Polo V","2009",NULL,NULL,NULL
"2189","1921","Volkswagen Polo IV","2001","2009",NULL,NULL
"2190","1921","Volkswagen Polo III","1994","2002",NULL,NULL
"2191","1921","Volkswagen Polo II","1981","1994",NULL,NULL
"2192","1921","Volkswagen Polo I","1975","1988",NULL,NULL
"2193","1924","Volkswagen Scirocco III","2008",NULL,NULL,NULL
"2194","1924","Volkswagen Scirocco II","1980","1992",NULL,NULL
"2195","1924","Volkswagen Scirocco I","1974","1980",NULL,NULL
"2196","1925","Volkswagen Sharan II","2010",NULL,NULL,NULL
"2197","1925","Volkswagen Sharan I","1995","2010",NULL,NULL
"2199","1927","Volkswagen Tiguan I Рестайлинг","2011",NULL,NULL,NULL
"2200","1927","Volkswagen Tiguan I","2007","2011",NULL,NULL
"2201","1928","Volkswagen Touareg II","2010",NULL,NULL,NULL
"2202","1928","Volkswagen Touareg I","2002","2010",NULL,NULL
"2203","1929","Volkswagen Touran II","2010",NULL,NULL,NULL
"2204","1929","Volkswagen Touran I Рестайлинг","2006","2010",NULL,NULL
"2205","1929","Volkswagen Touran I","2003","2006",NULL,NULL
"2206","1930","Volkswagen Type 4 II (412)","1972","1975",NULL,NULL
"2207","1930","Volkswagen Type 4 I (411)","1968","1973",NULL,NULL
"2219","1949","Volvo C30 I Рестайлинг","2010","2013",NULL,NULL
"2220","1949","Volvo C30 I","2006","2010",NULL,NULL
"2221","1950","Volvo C70 II Рестайлинг","2010","2013",NULL,NULL
"2222","1950","Volvo C70 II","2005","2010",NULL,NULL
"2223","1950","Volvo C70 I","1997","2005",NULL,NULL
"2224","1952","Volvo S40 II Рестайлинг","2007","2012",NULL,NULL
"2225","1952","Volvo S40 II","2003","2007",NULL,NULL
"2226","1952","Volvo S40 I","1995","2004",NULL,NULL
"2227","1953","Volvo S60 II","2010",NULL,NULL,NULL
"2228","1953","Volvo S60 I","2000","2009",NULL,NULL
"2229","1955","Volvo S80 II Рестайлинг","2010",NULL,NULL,NULL
"2230","1955","Volvo S80 II","2006","2010",NULL,NULL
"2231","1955","Volvo S80 I","1998","2006",NULL,NULL
"2232","1957","Volvo V40 II","2012",NULL,NULL,NULL
"2233","1957","Volvo V40 I","1995","2004",NULL,NULL
"2234","1960","Volvo V70 III","2007",NULL,NULL,NULL
"2235","1960","Volvo V70 II","2000","2007",NULL,NULL
"2236","1960","Volvo V70 I","1997","2000",NULL,NULL
"2237","1962","Volvo XC60 I Рестайлинг","2013",NULL,NULL,NULL
"2238","1962","Volvo XC60 I","2008","2013",NULL,NULL
"2239","1963","Volvo XC70 II","2007",NULL,NULL,NULL
"2240","1963","Volvo XC70 I","2000","2007",NULL,NULL
"2241","1964","Volvo XC90 I Рестайлинг","2006",NULL,NULL,NULL
"2242","1964","Volvo XC90 I","2002","2006",NULL,NULL
"2243","1966","Vortex Estina II (FL-C)","2012",NULL,NULL,NULL
"2244","1966","Vortex Estina I","2008","2011",NULL,NULL
"2245","1967","Vortex Tingo II (FL)","2012",NULL,NULL,NULL
"2246","1967","Vortex Tingo I","2010","2012",NULL,NULL
"2251","1984","ZX Landmark I Рестайлинг","2009",NULL,NULL,NULL
"2252","1984","ZX Landmark I","2005",NULL,NULL,NULL
"2256","2008","ВАЗ 2120 Надежда I Рестайлинг","2002","2006",NULL,NULL
"2257","2008","ВАЗ 2120 Надежда I","1999","2002",NULL,NULL
"2259","2016","ВАЗ Kalina II","2013",NULL,NULL,NULL
"2260","2016","ВАЗ Kalina I","2004","2013",NULL,NULL
"2262","2019","ВАЗ Revolution SuperSport","2006",NULL,NULL,NULL
"2263","2019","ВАЗ Revolution Sport","2004",NULL,NULL,NULL
"2264","2026","ГАЗ 24 «Волга» II (2410)","1986","1993",NULL,NULL
"2265","2026","ГАЗ 24 «Волга» I (24)","1970","1987",NULL,NULL
"2279","2078","Москвич Дуэт Дуэт-1","1999","2001",NULL,NULL
"2280","2078","Москвич Дуэт Дуэт-2","1999","2001",NULL,NULL
"2286","2100","УАЗ Patriot I Рестайлинг","2012","2014",NULL,NULL
"2287","2100","УАЗ Patriot I","2005","2012",NULL,NULL
"2288","2101","УАЗ Pickup I Рестайлинг","2012",NULL,NULL,NULL
"2289","2101","УАЗ Pickup I","2008","2012",NULL,NULL
"2290","2105","Chevrolet Vectra II","1996","2002",NULL,NULL
"2291","2105","Chevrolet Vectra I","1993","1996",NULL,NULL
"2292","2117","Nissan Prairie III (M12)","1998","2004",NULL,NULL
"2293","2117","Nissan Prairie II (M11)","1988","1998",NULL,NULL
"2294","2117","Nissan Prairie I (M10)","1983","1988",NULL,NULL
"2295","2118","Nissan Presage II","2003","2009",NULL,NULL
"2296","2118","Nissan Presage I","1998","2003",NULL,NULL
"2297","2119","Nissan Presea II","1995","2000",NULL,NULL
"2298","2119","Nissan Presea I","1990","1994",NULL,NULL
"2299","2120","Nissan President III (PGF50)","2003","2010",NULL,NULL
"2300","2120","Nissan President II (HG50)","1990","2002",NULL,NULL
"2301","2120","Nissan President I (150, 250)","1973","1989",NULL,NULL
"2302","2121","Nissan Primera III (P12)","2001","2008",NULL,NULL
"2303","2121","Nissan Primera II (P11)","1995","2002",NULL,NULL
"2304","2121","Nissan Primera I (P10)","1990","1995",NULL,NULL
"2305","2122","Nissan Pulsar V (N15)","1995","2000",NULL,NULL
"2306","2122","Nissan Pulsar IV (N14)","1990","1995",NULL,NULL
"2307","2124","Nissan Quest IV","2010",NULL,NULL,NULL
"2308","2124","Nissan Quest III","2003","2009",NULL,NULL
"2309","2124","Nissan Quest II","1999","2002",NULL,NULL
"2310","2124","Nissan Quest I","1992","1998",NULL,NULL
"2311","2127","Nissan Rogue II","2013",NULL,NULL,NULL
"2312","2127","Nissan Rogue I","2007","2013",NULL,NULL
"2313","2129","Nissan Safari V (Y61)","1997","2007",NULL,NULL
"2314","2129","Nissan Safari IV (Y60)","1987","1997",NULL,NULL
"2315","2130","Nissan Sentra VII (B17)","2012",NULL,NULL,NULL
"2316","2130","Nissan Sentra VI (B16)","2006","2012",NULL,NULL
"2317","2130","Nissan Sentra V (B15)","1998","2006",NULL,NULL
"2318","2130","Nissan Sentra IV (B14)","1994","1998",NULL,NULL
"2319","2131","Nissan Serena IV (C26)","2010",NULL,NULL,NULL
"2320","2131","Nissan Serena III (C25)","2005","2012",NULL,NULL
"2321","2131","Nissan Serena II (C24)","2000","2005",NULL,NULL
"2322","2131","Nissan Serena I (C23)","1991","2002",NULL,NULL
"2323","2132","Nissan Silvia VII (S15)","1999","2002",NULL,NULL
"2324","2132","Nissan Silvia VI (S14)","1993","1999",NULL,NULL
"2325","2132","Nissan Silvia V (S13)","1988","1993",NULL,NULL
"2326","2132","Nissan Silvia IV (S12)","1984","1988",NULL,NULL
"2327","2132","Nissan Silvia III (S110)","1979","1983",NULL,NULL
"2328","2134","Nissan Skyline XII (V36)","2006",NULL,NULL,NULL
"2329","2134","Nissan Skyline XI (V35)","2001","2007",NULL,NULL
"2330","2134","Nissan Skyline X (R34)","1998","2002",NULL,NULL
"2331","2134","Nissan Skyline IX (R33)","1993","1998",NULL,NULL
"2332","2134","Nissan Skyline VIII (R32)","1989","1994",NULL,NULL
"2333","2134","Nissan Skyline VII (R31)","1985","1989",NULL,NULL
"2334","2134","Nissan Skyline VI (R30)","1981","1985",NULL,NULL
"2335","2135","Nissan Stagea II","2001","2007",NULL,NULL
"2336","2135","Nissan Stagea I","1996","2001",NULL,NULL
"2337","2136","Nissan Stanza II (T12)","1986","1989",NULL,NULL
"2338","2136","Nissan Stanza I (T11)","1981","1985",NULL,NULL
"2339","2137","Nissan Sunny N16","2000","2005",NULL,NULL
"2340","2137","Nissan Sunny B15","1998","2004",NULL,NULL
"2341","2137","Nissan Sunny B14","1994","1998",NULL,NULL
"2342","2137","Nissan Sunny Y10","1990","2000",NULL,NULL
"2343","2137","Nissan Sunny N14","1990","1995",NULL,NULL
"2344","2137","Nissan Sunny N13","1986","1991",NULL,NULL
"2345","2137","Nissan Sunny B12","1986","1991",NULL,NULL
"2346","2137","Nissan Sunny B11","1982","1987",NULL,NULL
"2347","2138","Nissan Teana III","2013",NULL,NULL,NULL
"2348","2138","Nissan Teana II","2008","2013",NULL,NULL
"2349","2138","Nissan Teana I","2003","2008",NULL,NULL
"2350","2139","Nissan Terrano III","2014",NULL,NULL,NULL
"2351","2139","Nissan Terrano II","1992","2006",NULL,NULL
"2352","2139","Nissan Terrano I","1987","1995",NULL,NULL
"2353","2141","Nissan Tiida I Рестайлинг","2010",NULL,NULL,NULL
"2354","2141","Nissan Tiida I","2004","2012",NULL,NULL
"2356","2144","Nissan Vanette IV","1999","2010",NULL,NULL
"2357","2144","Nissan Vanette III","1994","1999",NULL,NULL
"2358","2144","Nissan Vanette II","1985","1994",NULL,NULL
"2359","2144","Nissan Vanette I","1978","1989",NULL,NULL
"2360","2145","Nissan Versa II","2012",NULL,NULL,NULL
"2361","2145","Nissan Versa I","2006","2013",NULL,NULL
"2362","2146","Nissan Wingroad III (Y12)","2005",NULL,NULL,NULL
"2363","2146","Nissan Wingroad II (Y11)","1999","2005",NULL,NULL
"2364","2146","Nissan Wingroad I (Y10)","1996","1999",NULL,NULL
"2365","2147","Nissan X-Terra II","2005",NULL,NULL,NULL
"2366","2147","Nissan X-Terra I","2000","2004",NULL,NULL
"2367","2148","Nissan X-Trail II Рестайлинг","2011",NULL,NULL,NULL
"2368","2148","Nissan X-Trail II","2007","2010",NULL,NULL
"2369","2148","Nissan X-Trail I","2001","2007",NULL,NULL
"2370","2150","Toyota Mark II IX (X110)","2000","2007",NULL,NULL
"2371","2150","Toyota Mark II VIII (X100)","1996","2002",NULL,NULL
"2372","2150","Toyota Mark II VII (X90)","1992","1996",NULL,NULL
"2373","2150","Toyota Mark II VI (X80)","1988","1996",NULL,NULL
"2374","2150","Toyota Mark II V (X70)","1984","1997",NULL,NULL
"2375","2150","Toyota Mark II IV (X60)","1980","1984",NULL,NULL
"2376","2151","Toyota Mark X II","2009",NULL,NULL,NULL
"2377","2151","Toyota Mark X I","2004","2009",NULL,NULL
"2378","2154","Toyota Matrix II (E140)","2008","2014",NULL,NULL
"2379","2154","Toyota Matrix I (E130)","2002","2008",NULL,NULL
"2380","2156","Toyota MR2 III (W30)","1999","2007",NULL,NULL
"2381","2156","Toyota MR2 II (W20)","1989","2000",NULL,NULL
"2382","2156","Toyota MR2 I (W10)","1984","1990",NULL,NULL
"2383","2161","Toyota Paseo II (L50)","1996","2000",NULL,NULL
"2384","2161","Toyota Paseo I (L40)","1991","1996",NULL,NULL
"2385","2162","Toyota Passo II (C30)","2010",NULL,NULL,NULL
"2386","2162","Toyota Passo I (C10)","2004","2010",NULL,NULL
"2387","2164","Toyota Picnic I","2001","2004",NULL,NULL
"2388","2164","Toyota Picnic II","1996","2001",NULL,NULL
"2389","2166","Toyota Porte II","2012",NULL,NULL,NULL
"2390","2166","Toyota Porte I","2004","2012",NULL,NULL
"2391","2167","Toyota Premio II (T26)","2007",NULL,NULL,NULL
"2392","2167","Toyota Premio I (T24)","2001","2007",NULL,NULL
"2393","2168","Toyota Previa III (XR50)","2006",NULL,NULL,NULL
"2394","2168","Toyota Previa II (XR30, XR40)","2000","2006",NULL,NULL
"2395","2168","Toyota Previa I (XR10, XR20)","1990","2000",NULL,NULL
"2396","2170","Toyota Prius III (ZVW30)","2009",NULL,NULL,NULL
"2397","2170","Toyota Prius II (NHW20)","2003","2009",NULL,NULL
"2398","2170","Toyota Prius I Рестайлинг (NHW11)","2000","2003",NULL,NULL
"2399","2170","Toyota Prius I (NHW10)","1997","2001",NULL,NULL
"2400","2175","Toyota Ractis II","2010",NULL,NULL,NULL
"2401","2175","Toyota Ractis I","2005","2010",NULL,NULL
"2402","2176","Toyota Raum II","2003","2011",NULL,NULL
"2403","2176","Toyota Raum I","1997","2003",NULL,NULL
"2404","2177","Toyota RAV 4 IV (CA40)","2012",NULL,NULL,NULL
"2405","2177","Toyota RAV 4 III (XA30)","2005","2012",NULL,NULL
"2406","2177","Toyota RAV 4 II (XA20)","2000","2006",NULL,NULL
"2407","2177","Toyota RAV 4 I (XA10)","1994","2000",NULL,NULL
"2409","2183","Toyota Sequoia II","2007",NULL,NULL,NULL
"2410","2183","Toyota Sequoia I","2001","2008",NULL,NULL
"2411","2185","Toyota Sienna III","2010",NULL,NULL,NULL
"2412","2185","Toyota Sienna II","2003","2010",NULL,NULL
"2413","2185","Toyota Sienna I","1997","2003",NULL,NULL
"2414","2187","Toyota Soarer IV (Z40)","2001","2005",NULL,NULL
"2415","2187","Toyota Soarer III (Z30)","1991","2001",NULL,NULL
"2416","2187","Toyota Soarer II (Z20)","1986","1991",NULL,NULL
"2417","2187","Toyota Soarer I","1981","1985",NULL,NULL
"2418","2190","Toyota Sprinter Carib III","1995","2005",NULL,NULL
"2419","2190","Toyota Sprinter Carib II","1988","1995",NULL,NULL
"2420","2190","Toyota Sprinter Carib I","1982","1988",NULL,NULL
"2421","2192","Toyota Sprinter Trueno IX","1995","2000",NULL,NULL
"2422","2192","Toyota Sprinter Trueno VIII","1991","1995",NULL,NULL
"2423","2192","Toyota Sprinter Trueno VII","1987","1991",NULL,NULL
"2424","2192","Toyota Sprinter Trueno VI","1983","1987",NULL,NULL
"2425","2193","Toyota Sprinter VIII (E110)","1995","2000",NULL,NULL
"2426","2193","Toyota Sprinter VII (E100)","1991","1995",NULL,NULL
"2427","2194","Toyota Starlet V (P90)","1996","1999",NULL,NULL
"2428","2194","Toyota Starlet IV (P80)","1989","1998",NULL,NULL
"2429","2194","Toyota Starlet III (P70)","1985","1990",NULL,NULL
"2430","2194","Toyota Starlet II (P60)","1978","1984",NULL,NULL
"2431","2196","Toyota Supra IV (A80)","1993","2002",NULL,NULL
"2432","2196","Toyota Supra III (A70)","1986","1993",NULL,NULL
"2433","2197","Toyota Tacoma II","2004",NULL,NULL,NULL
"2434","2197","Toyota Tacoma I","1995","2004",NULL,NULL
"2435","2198","Toyota Tercel V (L50)","1994","2000",NULL,NULL
"2436","2198","Toyota Tercel IV (L40)","1989","1994",NULL,NULL
